smiles,D
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(CN[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.543268
O=[N+]([O-])N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC(CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.754206
CC(=O)N(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.142725
O=C(Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.709291
O=[N+]([O-])OCC(O)([N+](=O)[O-])[N+](=O)[O-],8.808587
CC(COc1nc(N)c([N+](=O)[O-])cc1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.1640196
CC(CCN(CCC(=O)OCC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.0190163
CCN([N+](=O)[O-])C(CCN[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.74388
CC(C)(N)CC(=O)C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.7040715
Cn1nc([N+](=O)[O-])c(-c2nc([N+](=O)[O-])c([N+](=O)[O-])[nH]2)c1[N+](=O)[O-],7.997344
Nc1n[nH]c(O)c1[N+](=O)[O-],7.470089
CC(=O)OC#CO,6.297914
CN(CCN(C(=O)C(=O)CN(CC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.2791595
NC(=O)C(C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.829127
O=[N+]([O-])OCCCNc1c([N+](=O)[O-])cc([N+](=O)[O-])c(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],7.7803464
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2n[nH]c(-c3c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c3[N+](=O)[O-])n2)c([N+](=O)[O-])c1,7.3973517
O=[N+]([O-])OCN(CN(N1CC([N+](=O)[O-])([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C1)[N+](=O)[O-])[N+](=O)[O-],8.594133
O=CN1C(=O)NC2C([N+](=O)[O-])=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C3C(=O)N(CN3c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])C21,6.9868
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(NC(C)(C)N)c1[N+](=O)[O-],6.3154845
O=[N+]([O-])OCN(CCN(CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.716971
COC(=O)C12N=CC1(C(=O)c1[nH]c([N+](=O)[O-])nc1[N+](=O)[O-])N([N+](=O)[O-])C(=O)N2[N+](=O)[O-],7.638571
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],7.686937
O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)N(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.378269
N#[N+]c1cc([N+](=O)[O-])c([N+](=O)[O-])c2no[n+]([O-])c12,8.492384
CN(CCN(C(=O)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.100072
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CN(Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.147585
O=c1c2nc([N+](=O)[O-])cc([N+](=O)[O-])cc([N+](=O)[O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])cc1c(O)nc(n2)c1=O,6.82154
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2nc(CO)c([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])n2)c([N+](=O)[O-])c1,7.2093983
O=C(CN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.476156
NC(=O)N(CN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.461197
O=C(CCN[N+](=O)[O-])CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.5028834
O=[N+]([O-])N(CCC(CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.737958
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2nonc2N=Nc2ncc([N+](=O)[O-])[nH]2)c([N+](=O)[O-])c1,7.40952
O=[N+]([O-])c1cn(-c2c[nH]nn2)cn1,7.0880804
O=[N+]([O-])C(COC(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.401359
O=[N+]([O-])OCCN(CC1CC([N+](=O)[O-])([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])CN1)[N+](=O)[O-],7.672994
CCN(C(OC)C(=O)O)[N+](=O)[O-],6.388507
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,7.239703
COc1c([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],7.695857
N#CCC(=O)C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.4383554
O=C(CCN(CCN(CCO[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])OC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.9371657
O=[N+]([O-])NC(Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.648422
CC(=O)N1C(=O)N(n2cc([N+](=O)[O-])cn2)C2C1C1C2N([N+](=O)[O-])C(=O)N1[N+](=O)[O-],7.1960645
COC(=O)NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.3850036
CCC(CC(CCF)(CCN(C)[N+](=O)[O-])N(C)[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.5976114
O=[N+]([O-])c1cc([N+](=O)[O-])c(F)c([N+](=O)[O-])c1[O-],7.742657
Nc1nonc1-c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],7.3905077
O=[N+]([O-])C(COCOC#COC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.376651
Cn1nc([N+](=O)[O-])c(-c2c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c2[N+](=O)[O-])c1[N+](=O)[O-],7.61561
N#CCC1(N)CC([N+](=O)[O-])=CC([N+](=O)[O-])=NN2N(N)CC2(C(=O)CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN([N+](=O)[O-])C1,7.2344627
O=[N+]([O-])NCC(CO[N+](=O)[O-])O[N+](=O)[O-],8.576191
O=[N+]([O-])c1cc(O)cc([N+](=O)[O-])c1,6.7680993
O=C(OCCONCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.291839
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCCN(CN[N+](=O)[O-])[N+](=O)[O-],7.713631
CC(CC(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.6332245
CC(NC(=O)CC(C)(C)[N+](=O)[O-])N(C(=O)COCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],6.956629
CC(COC(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(N(CN[N+](=O)[O-])[N+](=O)[O-])N(CC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.404937
NC(=O)NCNC(=O)NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.5993433
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NC(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.491618
O=C(NCCN[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.8490252
O=[N+]([O-])c1cc([N+](=O)[O-])c(N=Nc2nc(O)c([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.4562316
O=C(CO[N+](=O)[O-])N(CN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.363147
Nc1c([N+](=O)[O-])c([N+](=O)[O-])c(N)c([N+](=O)[O-])c1[N+](=O)[O-],8.16726
O=C(CCN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C(=O)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.091445
O=[N+]([O-])c1cc([N+](=O)[O-])c2no[n+]([O-])c([N+](=O)[O-])c(O)c([N+](=O)[O-])c-2c([N+](=O)[O-])c1,8.208863
O=[N+]([O-])c1ncc(-c2nonc2[N+](=O)[O-])[nH]1,7.9939356
O=c1c2cc([N+](=O)[O-])cc([N+](=O)[O-])cnc1nc1nc(Nc3cnon3)n1nccn2,6.598039
O=[N+]([O-])OCCCOO,7.0595374
CC(Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.584022
O=[N+]([O-])c1cc([N+](=O)[O-])cc(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1,8.264255
Nc1c([N+](=O)[O-])c([N+](=O)[O-])nc[nH]c2c(c1[N+](=O)[O-])C([N+](=O)[O-])=C2n1ncc([N+](=O)[O-])n1,7.636254
O=C(CCN(CCN(CCN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.9301777
O=C(CCC(=O)C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.857522
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC(CON(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.554064
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])COCC(COCC(F)([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.8129272
O=[N+]([O-])NCNCN(CO)[N+](=O)[O-],7.6770606
O=C(C(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CCN[N+](=O)[O-])[N+](=O)[O-],8.498081
O=[N+]([O-])NCC(CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])O[N+](=O)[O-],8.719695
O=[N+]([O-])CCOCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.8745165
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cn2c([N+](=O)[O-])nnc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.844641
CCOC1(C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN([N+](=O)[O-])CC(C(C)=O)([N+](=O)[O-])CN([N+](=O)[O-])C1,6.893564
O=C(N(CCN(CCO[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.090178
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CCN(CCN(CN(CC(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])N[N+](=O)[O-],8.315552
COCN(CN(CC(C)N[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],6.8930483
CC(CCN(CN(CC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.545143
COn1c(=O)n2n(nnc3c([N+](=O)[O-])cc([N+](=O)[O-])cc31)C1C3C([N+](=O)[O-])=NON=C4N(C(=O)N4n4ncc([N+](=O)[O-])n4)C3C12,7.3396716
CCOC(=O)N(CC)[N+](=O)[O-],6.3300714
CC(N)CC(=O)C([N+](=O)[O-])[N+](=O)[O-],6.7279415
O=[N+]([O-])c1ccc(COCOCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,7.2874327
O=[N+]([O-])C1([N+](=O)[O-])CNC(COC2NCC([N+](=O)[O-])([N+](=O)[O-])CC2([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])C1,7.9859447
O=[N+]([O-])OC(CO)(CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.669793
O=[N+]([O-])c1ccc(-c2nc3c([N+](=O)[O-])c4n[nH]nc([N+](=O)[O-])nc4ncc([N+](=O)[O-])cn23)c([N+](=O)[O-])c1,7.109939
CN(CCC(=O)N(CCC(C)(C)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],6.478115
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c(-n3cc([N+](=O)[O-])nn3)no[n+]2[O-])c([N+](=O)[O-])c1,8.003708
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CN(CC(CF)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.499806
CC12c3c(cc([N+](=O)[O-])cc3[N+](=O)[O-])N=Cn3n(CCO)c(=O)n3C1(C)N(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)N2[N+](=O)[O-],7.145279
O=[N+]([O-])N=C1NCN(CN(Cn2ncc([N+](=O)[O-])n2)[N+](=O)[O-])CN1,7.453867
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2n[nH]nc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.7407537
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC(CN(CC(=O)C(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.277486
O=[N+]([O-])c1ccc(-c2no[n+]([O-])c2Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.3220906
O=[N+]([O-])c1cn(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])nc1-n1ccnn1,8.123278
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NC(=O)[N+](=O)[O-],8.131758
O=[N+]([O-])C1=NNC([N+](=O)[O-])=NC(c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])=C1,7.53743
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2cc([N+](=O)[O-])c([N+](=O)[O-])c(O)c2[N+](=O)[O-])c([N+](=O)[O-])c1,7.6103997
O=[N+]([O-])OCCN(CCO[N+](=O)[O-])[N+](=O)[O-],7.9301677
O=[N+]([O-])NCCN(CCN(CN[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.829703
CN(c1c([N+](=O)[O-])c(C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c1[N+](=O)[O-])[N+](=O)[O-],7.7121716
NC(CCN[N+](=O)[O-])(CN(CN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.037234
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],8.271183
O=C(CCC(CC(CC(CCC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.8836045
CCOCN(CC(=O)OCC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],6.5996184
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2nc(-n3cnc([N+](=O)[O-])c3)c([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.34547
CC(CN(C(=O)OCC(CC(CCN(COCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.203194
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c2)c([N+](=O)[O-])c1,7.177822
COC(=O)C1NCNC(=N[N+](=O)[O-])N1,6.8453674
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)N(CCN(C(=O)NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.93878
O=C(NCNCCO[N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],6.998845
O=[N+]([O-])N(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N1CC([N+](=O)[O-])([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C1,8.634021
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2cnn(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c2)c([N+](=O)[O-])c1,7.613368
O=[N+]([O-])c1cccc(O)c1[N+](=O)[O-],6.709038
CN(N(Cc1[nH]cnc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.677509
O=[N+]([O-])NCC(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(c1nonc1[N+](=O)[O-])n1c([N+](=O)[O-])nnc1[N+](=O)[O-],8.803043
O=C(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC(COC(=O)N(CCN[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.8983026
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])c(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,7.7382407
CC(CCN(CCN(CC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.2989016
CC(COC(=O)C(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.41356
Nc1nonc1-c1nc(-c2nonc2[N+](=O)[O-])c([N+](=O)[O-])cc1[N+](=O)[O-],7.798542
O=[N+]([O-])N1CN(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C2C3C(NN=NN=C4N(CO)CN43)C21,7.3882732
CC(Nc1cnc([N+](=O)[O-])[nH]1)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.6555505
CC(CCCOCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.6397953
O=[N+]([O-])c1nonc1N(CCO)[N+](=O)[O-],8.149674
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCCN[N+](=O)[O-],7.5747514
CC(C)(C)Nc1c([N+](=O)[O-])c(CO[N+](=O)[O-])c([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c1[N+](=O)[O-],6.8060317
NC(=O)C(=O)C(C(=O)NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.9520574
CCC(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(C)(C)[N+](=O)[O-],6.7710476
CC(C)(C)NC(=O)N(CCC(C)(C)[N+](=O)[O-])[N+](=O)[O-],5.95497
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCNN(C(=O)OCCO[N+](=O)[O-])[N+](=O)[O-],7.7221456
O=C(C(=O)C1NCNC(=N[N+](=O)[O-])N1)c1cnc([N+](=O)[O-])[nH]1,6.930731
CC(NOCC(C)(C)[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.0470066
CC(CONCNC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.413606
O=[N+]([O-])c1cc(O)c(Nc2nc(-c3nonc3[N+](=O)[O-])nn2-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.53095
O=[N+]([O-])OCC(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.688432
CC(CCc1nc(-n2cc([N+](=O)[O-])cn2)c([N+](=O)[O-])cc1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.9503126
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2n[nH]c([N+](=O)[O-])n2)c([N+](=O)[O-])c1,7.6965637
O=[N+]([O-])OCCC(CCN(CCN(CO[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.925332
Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],8.289414
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c(-c3nncc([N+](=O)[O-])n3)no[n+]2[O-])c([N+](=O)[O-])c1,7.7582254
NC(=O)C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.235389
O=[N+]([O-])c1ccc(CO)cc1[N+](=O)[O-],6.499121
O=[N+]([O-])OCCC(CCOCC(CN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.921513
O=C(CCN(CCC12C=C([N+](=O)[O-])C([N+](=O)[O-])=CC1=NN=N2)[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.4124722
CCOCC(=O)C(=O)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.1497426
O=[N+]([O-])c1ccc(C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(n2cc([N+](=O)[O-])nn2)[N+](=O)[O-])c([N+](=O)[O-])c1,7.979167
CC(C)(Cc1n[nH]c([N+](=O)[O-])c([N+](=O)[O-])nc2c(c1[N+](=O)[O-])N=C2c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],7.0982857
N#CCC(=O)CC[N+](=O)[O-],6.303492
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2nc(CO)c([N+](=O)[O-])c(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n2)c([N+](=O)[O-])c1,7.6533875
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC(CONCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.104389
CC(=O)C(=O)CC(C)(C)[N+](=O)[O-],6.0069656
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CN(CN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.653028
O=[N+]([O-])OCc1cccc(-c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])n1,6.447144
CCC(CC(=O)COC)([N+](=O)[O-])[N+](=O)[O-],6.409003
Cc1cc([N+](=O)[O-])c([N+](=O)[O-])c(N)c1[N+](=O)[O-],6.9629984
O=[N+]([O-])c1cc([N+](=O)[O-])c([N+](=O)[O-])cc1OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.36343
O=C(CCC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.9669857
COc1c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],8.374835
O=[N+]([O-])OCc1c([N+](=O)[O-])c(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c(-c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)c1[N+](=O)[O-],7.8087993
COC(C(=O)O)c1nc([N+](=O)[O-])n[nH]1,6.9518943
O=C(CC(Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1[nH]c([N+](=O)[O-])nc1[N+](=O)[O-],7.5431957
COc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],7.5886617
